version,Name,God_Class,Lazy_Class,Complex_Class,Large_Class,Refused_Request,Data_Class,Feature_Envy,Brain_Class,Hub_Like_Dependency,Class_Cyclic_Dependency,Unhealthy_Inheritance_Hierarchy,Long_Method,Long_Parameter_List,Shotgun_Surgery,Brain_Method,Unstable_Dependency,Package_Cyclic_Dependency,Total,Distinct_Count,Vulnerability
6.0.0,android.speech.tts.TextToSpeechService.LoadLanguageItem,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,
6.0.0,android.speech.tts.TextToSpeechService.LoadVoiceItem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
6.0.0,android.speech.tts.TextToSpeechService.SilenceSpeechItem,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.speech.tts.TextToSpeechService.SpeechItem,0,0,0,0,0,1,1,0,0,0,0,2,3,1,0,0,0,8,5,
6.0.0,android.speech.tts.TextToSpeechService.SpeechItemV1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5,2,
6.0.0,android.speech.tts.TextToSpeechService.SynthHandler,0,0,0,0,0,1,1,0,0,1,0,7,8,0,0,0,0,18,5,
6.0.0,android.speech.tts.TextToSpeechService.SynthThread,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.speech.tts.TextToSpeechService.SynthesisSpeechItemV1,0,0,0,0,0,1,1,0,0,1,1,5,8,0,0,0,0,17,6,
6.0.0,android.speech.tts.TextToSpeechService.SynthesisToFileOutputStreamSpeechItemV1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,5,3,
6.0.0,android.speech.tts.TextToSpeechService.UtteranceSpeechItem,0,0,0,0,0,1,0,0,1,0,0,4,5,0,0,0,0,11,4,
6.0.0,android.speech.tts.FileSynthesisCallback,0,0,0,1,1,1,0,0,0,0,0,7,8,0,0,0,0,18,5,
6.0.0,com.android.framework.multidexlegacytestservices.manymethods.Big011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.net.wifi.WifiEnterpriseConfig,0,0,0,1,0,0,1,0,1,0,0,15,20,0,0,0,0,38,5,2
6.0.0,android.net.wifi.WifiEnterpriseConfig.Eap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.net.wifi.WifiEnterpriseConfig.Phase2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.framework.updateexttointloctestapp.UpdateExtToIntLocTestAppActivity,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,com.android.internal.widget.ExploreByTouchHelper.ExploreByTouchNodeProvider,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,5,5,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.AAAServerTrustRoot,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.Credential,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.CredentialInfo,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.DigitalCertificate,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.EAPMethod,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.Extension,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.HomeOIList,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.HomeSP,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,8,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.MinBackhaulThresholdNetwork,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.NetworkID,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.OtherHomePartners,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.PerProviderSubscription,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.Policy,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,12,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.PolicyUpdate,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.PreferredRoamingPartnerList,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.RequiredProtoPortTuple,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.SIM,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.SPExclusionList,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.SpFqdn,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.SubscriptionParameters,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.SubscriptionUpdate,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.TrustRoot,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.UsageLimits,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.net.wifi.passpoint.WifiPasspointDmTree.UsernamePassword,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.graphics.DiscretePathEffect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,com.android.server.policy.BarController,0,0,0,1,0,0,1,0,1,0,0,14,19,0,0,0,0,36,5,
6.0.0,com.android.server.am.ActivityRecord.Token,0,0,0,0,0,1,0,0,0,0,0,7,4,0,0,4,0,16,4,
6.0.0,android.renderscript.ScriptIntrinsicHistogram,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,0,11,3,
6.0.0,junit.runner.TestCaseClassLoader,0,0,0,0,0,1,1,0,0,0,0,8,7,0,0,0,0,17,4,
6.0.0,com.android.server.content.SyncOperationTest,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,android.app.NativeActivity,0,0,0,1,0,1,1,0,0,1,0,13,13,0,0,2,0,32,7,
6.0.0,android.app.NativeActivity.NativeContentView,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,5,4,
6.0.0,android.bluetooth.BluetoothInstrumentation,0,0,0,0,0,1,1,0,0,0,0,6,3,0,0,0,0,11,4,
6.0.0,com.android.layoutlib.bridge.impl.ResourceHelper.UnitEntry,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.text.method.CharacterPickerDialog,0,0,0,0,0,1,0,0,0,1,0,4,3,0,0,0,0,9,4,
6.0.0,android.location.LocationManager.GpsStatusListenerTransport,0,0,0,0,0,1,0,0,0,1,0,5,5,0,0,0,0,12,4,
6.0.0,android.location.LocationManager.GpsStatusListenerTransport.Nmea,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,android.location.LocationManager.ListenerTransport,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,0,0,13,3,
6.0.0,android.location.GpsMeasurementListenerTransport,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
6.0.0,android.location.GpsStatus,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,9,3,
6.0.0,android.graphics.LightingColorFilter_Delegate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,android.accounts.AccountsException,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,6,3,
6.0.0,com.android.systemui.statusbar.BaseStatusBar.NotificationClicker,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,android.widget.DateTimeView,0,0,1,1,0,1,1,0,0,1,0,4,2,0,0,0,0,11,7,
6.0.0,com.android.systemui.SwipeHelper,0,0,1,1,0,0,1,0,0,0,0,10,19,0,0,0,0,32,5,
6.0.0,android.text.SpannableStringTest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,
6.0.0,android.service.voice.AlwaysOnHotwordDetector.EventPayload,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,5,3,
6.0.0,android.service.voice.AlwaysOnHotwordDetector.MyHandler,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,android.service.voice.AlwaysOnHotwordDetector.RefreshAvailabiltyTask,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,2,
6.0.0,android.service.voice.AlwaysOnHotwordDetector.SoundTriggerListener,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,7,4,
6.0.0,com.android.mediaframeworktest.unit.MediaRecorderPrepareStateUnitTest,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,5,4,
6.0.0,androidx.media.filterpacks.image.SobelFilter,0,0,1,0,0,0,0,0,0,0,1,3,3,0,0,0,0,8,4,
6.0.0,android.graphics.drawable.ShapeDrawable.ShaderFactory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,android.graphics.drawable.ShapeDrawable.ShapeState,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,6,5,
6.0.0,android.os.TokenWatcher,0,0,0,0,0,1,1,0,1,1,0,7,7,0,0,0,1,19,7,
6.0.0,android.os.TokenWatcher.Death,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,5,4,
6.0.0,android.view.CreateViewTest,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,android.view.CreateViewTest.ViewOne,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,androidx.media.filterpacks.image.ToGrayValuesFilter,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5,3,
6.0.0,com.android.dreams.dozetest.DozeTestDream,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,9,3,
6.0.0,com.android.test.hwui.RotationActivity,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.test.hwui.RotationActivity.DrawingView,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,
6.0.0,android.widget.AnalogClock,0,0,0,0,0,1,1,0,0,0,0,7,9,0,0,0,0,18,4,
6.0.0,com.android.photos.views.BlockingGLTextureView.EglHelper,0,0,0,0,0,1,0,0,0,0,0,7,12,0,0,1,0,21,4,
6.0.0,com.android.photos.views.BlockingGLTextureView.RenderThread,0,0,0,0,0,1,1,0,0,0,0,7,7,0,0,1,0,17,5,
6.0.0,android.widget.listview.arrowscroll.ListOfShortTallShortTest,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,android.media.effect.effects.ColorTemperatureEffect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.graphics.MaskFilter_Delegate,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,4,
6.0.0,Compile,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,com.android.bidi.BiDiTestRelativeLayoutLtr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.framework.multidexlegacytestservices.manymethods.Big063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.server.tv.TvInputHardwareManager,0,0,0,1,0,0,1,0,0,1,0,22,26,0,0,0,0,51,5,
6.0.0,com.android.server.tv.TvInputHardwareManager.Connection,0,0,0,0,0,1,1,0,0,0,0,1,8,0,0,0,0,11,4,
6.0.0,com.android.server.tv.TvInputHardwareManager.HdmiDeviceEventListener,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,com.android.server.tv.TvInputHardwareManager.HdmiHotplugEventListener,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,com.android.server.tv.TvInputHardwareManager.HdmiSystemAudioModeChangeListener,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,
6.0.0,com.android.server.tv.TvInputHardwareManager.ListenerHandler,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,com.android.server.tv.TvInputHardwareManager.TvInputHardwareImpl,0,0,1,1,0,0,1,0,0,0,0,13,13,0,0,0,0,29,5,
6.0.0,com.android.server.tv.TvInputHardwareManager.indexOfEqualValue.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,com.android.server.tv.TvInputHal,0,0,0,0,0,1,0,0,0,0,0,5,9,0,0,0,0,15,3,
6.0.0,com.android.internal.os.InstallerConnection,0,0,0,0,0,1,1,0,0,0,0,9,10,1,0,0,0,22,5,
6.0.0,android.view.SetTagsTest,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,6,2,
6.0.0,com.android.internal.net.NetworkStatsFactoryBenchmark,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,
6.0.0,com.android.mediaframeworktest.functional.MediaPlayerInvokeTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
6.0.0,com.android.modelviewer.SimpleModel,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,6,3,
6.0.0,com.android.framework.multidexlegacytestservices.manymethods.Big049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.app.backup.AbsoluteFileBackupHelper,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.test.suitebuilder.TestSuiteBuilderTest,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,0,0,16,3,
6.0.0,android.test.suitebuilder.TestSuiteBuilderTest.SuiteExecutionRecorder,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,7,3,
6.0.0,android.test.suitebuilder.examples.error.FailingTest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.test.suitebuilder.examples.subclass.SubclassTest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.server.tv.TvInputManagerService,0,0,1,1,1,0,1,0,0,0,0,25,29,3,0,0,0,61,7,
6.0.0,com.android.server.tv.TvInputManagerService.BinderService,0,0,1,1,0,0,0,0,0,0,0,41,41,0,0,0,0,84,4,
6.0.0,com.android.server.tv.TvInputManagerService.ClientState,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4,3,
6.0.0,com.android.server.tv.TvInputManagerService.HardwareListener,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,12,3,
6.0.0,com.android.server.tv.TvInputManagerService.InputServiceConnection,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,7,4,
6.0.0,com.android.server.tv.TvInputManagerService.ServiceCallback,0,0,0,0,0,1,0,0,0,0,0,4,7,0,0,0,0,12,3,
6.0.0,com.android.server.tv.TvInputManagerService.ServiceState,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,3,
6.0.0,com.android.server.tv.TvInputManagerService.SessionCallback,0,0,0,1,0,0,0,0,0,0,0,14,15,0,0,0,0,30,3,
6.0.0,com.android.server.tv.TvInputManagerService.SessionNotFoundException,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.server.tv.TvInputManagerService.SessionState,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,com.android.server.tv.TvInputManagerService.TvInputState,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.server.tv.TvInputManagerService.UserState,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,3,
6.0.0,com.android.server.tv.TvInputManagerService.WatchLogHandler,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,2,
6.0.0,com.android.server.tv.PersistentDataStore,0,0,0,1,0,1,1,0,0,0,0,12,13,0,0,0,0,28,5,
6.0.0,com.android.framework.multidexlegacytestservices.Service5,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.widget.focus.ListOfEditTexts,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,android.widget.focus.ListOfEditTexts.MyAdapter,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,android.widget.touchmode.StartInTouchWithViewInFocusTest,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.text.Hyphenator,0,0,0,0,0,1,1,0,0,0,0,3,4,0,0,3,0,12,5,
6.0.0,com.android.server.voiceinteraction.SoundTriggerHelper.MyCallStateListener,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.server.voiceinteraction.SoundTriggerHelper.PowerSaveModeListener,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.media.effect.effects.BitmapOverlayEffect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.filterpacks.imageproc.BitmapOverlayFilter,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,0,0,9,4,
6.0.0,com.android.tests.appwidgethost.AppWidgetHostActivity,0,0,0,0,0,1,0,0,0,1,0,7,8,0,0,0,0,17,4,
6.0.0,com.android.tests.appwidgethost.AppWidgetHostActivity.MyAppWidgetView,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,
6.0.0,com.android.server.LockSettingsStorageTests,0,0,0,1,1,1,0,0,1,0,0,13,1,0,0,0,0,18,6,
6.0.0,com.android.server.LockSettingsStorage,0,0,0,1,0,0,1,0,1,0,0,14,22,2,0,0,0,41,6,
6.0.0,com.android.server.LockSettingsStorage.CredentialHash,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,
6.0.0,com.android.test.hwuicompare.ManualActivity,0,0,0,0,0,0,1,0,0,1,1,3,4,0,0,0,0,10,5,
6.0.0,com.android.test.hwuicompare.ManualActivity.DisplayModifierSpinner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,
6.0.0,android.view.MockView,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.widget.RemoteViewsService,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,
6.0.0,android.widget.RemoteViewsService.RemoteViewsFactoryAdapter,0,0,0,0,0,1,0,0,0,1,0,8,5,0,0,0,0,15,4,
6.0.0,android.content.pm.ComponentTest,0,0,0,1,1,1,1,0,0,0,1,34,34,0,0,0,0,73,7,
6.0.0,com.android.frameworks.coretests.enabled_app.DisabledProvider,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.frameworks.coretests.enabled_app.DisabledReceiver,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.frameworks.coretests.enabled_app.EnabledActivity,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
6.0.0,android.view.RunQueueTest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.view.RunQueue,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,
6.0.0,com.android.internal.util.FastXmlSerializerTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
6.0.0,com.android.location.provider.ActivityRecognitionProviderWatcher,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,3,
6.0.0,com.android.framework.multidexlegacyversionedtestapp.MultiDexUpdateTest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.effectstest.BassBoostTest.BassBoostParam,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.effectstest.BassBoostTest.EffectListner,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,5,3,
6.0.0,android.opengl.Visibility,0,1,0,0,0,1,0,0,0,0,0,,,,,0,0,2,2,
6.0.0,android.filterpacks.imageproc.ToRGBFilter,0,0,0,0,0,1,1,0,0,0,1,4,2,0,0,0,0,9,5,
6.0.0,android.renderscript.ScriptIntrinsic3DLUT,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,7,4,
6.0.0,com.android.framework.multidexlegacytestservices.manymethods.Big029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.view.ViewRootImpl_Delegate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.view.Display.ColorTransform,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,9,3,
6.0.0,com.android.test.hwui.BigGradientActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.0.0,com.android.test.hwui.BigGradientActivity.BigGradientView,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,
6.0.0,com.android.mediaframeworktest.unit.MediaPlayerSetLoopingStateUnitTest,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.os.MemoryFileTest,0,0,0,1,1,1,0,0,0,0,0,11,2,0,0,0,1,17,6,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.app.DownloadManagerBaseTest.LoggingRng,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,3,
6.0.0,android.app.DownloadManagerBaseTest.WiFiChangedReceiver,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,7,4,
6.0.0,android.preference.PreferenceScreen.SavedState,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,
6.0.0,android.widget.listview.touch.ListTouchTest,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,2,
6.0.0,com.android.location.fused.FusionEngine,0,0,1,1,0,0,1,0,0,0,0,10,10,0,0,0,0,23,5,
6.0.0,com.android.location.fused.FusionEngine.ProviderStats,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.google.android.test.activity.EmptyService,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.animation.PointFEvaluator,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.test.hwui.MatrixActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.0.0,com.android.test.hwui.MatrixActivity.MatrixView,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
6.0.0,com.android.server.devicepolicy.ApplicationRestrictionsTest,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,0,11,3,
6.0.0,com.android.server.devicepolicy.ApplicationRestrictionsTest.AdminReceiver,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,com.android.transitiontests.HierarchicalMove,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.AccessibilityConnectionWrapper,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.AccessibilityContentObserver,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,6,4,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.InteractionBridge,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,10,3,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.MainHandler,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,0,10,4,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.PendingEvent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.SecurityPolicy,0,0,1,1,0,0,1,0,0,0,1,17,21,1,0,0,0,43,7,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.Service,0,0,0,1,0,0,1,0,0,1,1,31,35,0,0,0,0,70,6,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.Service.InvocationHandler,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.Service.KeyEventDispatcher,0,0,0,0,0,1,0,0,0,0,0,8,8,0,0,0,0,17,3,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.UserState,0,0,0,0,0,1,1,0,1,0,0,3,3,0,0,0,0,9,5,
6.0.0,com.android.server.accessibility.AccessibilityManagerService.WindowsForAccessibilityCallback,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,
6.0.0,com.android.server.accessibility.DisplayAdjustmentUtils,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,2,
6.0.0,com.android.statusbartest.ToastTest,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,3,
6.0.0,android.hardware.camera2.CaptureResult.Key.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,android.hardware.camera2.CaptureResult.get.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,android.hardware.camera2.CaptureResult.getProtected.T,0,1,0,0,0,0,0,0,0,0,0,,,,,3,0,4,2,
6.0.0,com.android.server.ConnectivityServiceTest,0,0,0,1,1,1,0,0,0,1,1,23,25,3,0,0,0,56,8,
6.0.0,com.android.server.ConnectivityServiceTest.IdleableHandlerThread,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,
6.0.0,com.android.server.ConnectivityServiceTest.MockContext,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,com.android.server.ConnectivityServiceTest.MockNetworkAgent,0,0,0,0,0,1,1,0,0,0,0,3,11,4,0,0,0,20,5,
6.0.0,com.android.server.ConnectivityServiceTest.MockNetworkFactory,0,0,0,0,0,1,1,0,0,0,0,3,5,0,0,0,0,10,4,
