version,Name,God_Class,Lazy_Class,Complex_Class,Large_Class,Refused_Request,Data_Class,Feature_Envy,Brain_Class,Hub_Like_Dependency,Class_Cyclic_Dependency,Unhealthy_Inheritance_Hierarchy,Long_Method,Long_Parameter_List,Shotgun_Surgery,Brain_Method,Unstable_Dependency,Package_Cyclic_Dependency,Total,Distinct_Count,Vulnerability
7.0.0,android.print.mockservice.StubbablePrinterDiscoverySession,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
7.0.0,android.os.UserManagerInternal,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,9,3,
7.0.0,android.content.pm.UserInfo,0,0,0,0,0,1,1,0,0,0,0,6,18,5,0,1,0,32,6,
7.0.0,com.framework.shareduid.bit64.MainActivity,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,
7.0.0,com.framework.shareduid.bit64.Native,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,com.android.internal.app.LocalePicker,0,0,1,1,0,1,1,0,0,0,0,7,4,0,0,1,0,16,7,
7.0.0,com.android.internal.app.LocalePicker.LocaleInfo,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,5,3,
7.0.0,android.app.ListFragment,0,0,1,1,0,1,1,0,0,0,0,5,6,0,0,9,0,24,7,
7.0.0,android.app.backup.BackupManager,0,0,0,1,0,0,0,0,1,0,0,15,12,1,0,0,0,30,5,
7.0.0,android.os.LocaleList,0,0,1,1,0,0,1,0,0,0,0,15,24,5,0,0,1,48,7,
7.0.0,com.android.gallery3d.exif.OrderedDataOutputStream,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
7.0.0,com.android.gallery3d.exif.Rational,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,8,3,
7.0.0,com.android.providers.settings.SettingsStateTest,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,9,3,
7.0.0,com.android.providers.settings.SettingsState,0,0,0,1,0,0,1,0,0,0,0,22,25,0,0,0,0,49,4,
7.0.0,com.android.providers.settings.SettingsState.Setting,0,0,0,0,0,1,0,0,0,0,0,3,10,0,0,0,0,14,3,
7.0.0,android.mtp.MtpStorageInfo,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,3,
7.0.0,com.android.server.wm.WindowLayersController,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,21,2,
7.0.0,com.android.server.wm.WindowState,1,0,1,1,0,0,1,0,0,0,1,80,123,9,0,0,0,217,8,1
7.0.0,com.android.server.wm.WindowManagerService,1,0,1,1,0,0,1,0,0,0,1,282,321,10,3,0,0,621,9,2
7.0.0,com.android.server.wm.WindowList,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1
7.0.0,com.android.server.wm.TaskStack,0,0,0,1,0,0,1,0,0,0,1,50,67,1,0,0,0,121,6,
7.0.0,com.android.server.wm.WindowStateAnimator,0,0,1,1,0,0,1,0,0,0,1,44,51,1,1,0,0,101,8,1
7.0.0,com.android.server.wm.WindowManagerDebugConfig,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,
7.0.0,com.android.server.wm.AccessibilityController,0,0,0,1,0,1,0,0,1,0,0,9,15,0,0,0,0,27,5,
7.0.0,com.android.server.wm.WallpaperController,0,0,1,1,0,0,1,1,0,0,1,22,28,0,1,0,0,56,8,
7.0.0,com.android.server.wm.AppWindowToken,0,0,1,1,1,0,1,0,1,1,0,34,31,1,0,0,0,72,9,
7.0.0,com.android.server.wm.AppWindowAnimator,0,0,1,1,0,0,1,0,0,0,1,13,17,0,0,0,0,34,6,
7.0.0,android.app.ActivityManager.StackId,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,9,0,34,3,
7.0.0,android.hardware.camera2.utils.ListUtils,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,9,3,
7.0.0,android.hardware.camera2.utils.ListUtils.listContains.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.hardware.camera2.utils.ListUtils.listElementsEqualTo.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.hardware.camera2.utils.ListUtils.listSelectFirstFrom.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.hardware.camera2.utils.ListUtils.listToString.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.opengl.EGLExt,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,
7.0.0,android.opengl.EGLDisplay,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,
7.0.0,android.opengl.EGLSurface,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,
7.0.0,android.filterpacks.imageproc.ImageCombineFilter,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,10,3,
7.0.0,android.filterfw.core.Filter,0,0,0,1,0,0,1,0,0,1,1,33,47,7,0,1,1,93,9,
7.0.0,android.filterfw.core.FilterContext,0,0,0,0,0,1,0,0,0,0,0,6,8,2,0,1,1,19,6,
7.0.0,android.filterfw.core.Frame,0,0,0,0,0,1,1,0,0,0,0,5,24,5,0,1,1,38,7,
7.0.0,android.filterfw.core.FrameFormat,0,0,1,1,0,0,1,0,0,0,1,13,28,5,0,1,1,52,9,
7.0.0,android.filterfw.core.Program,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,1,1,9,6,
7.0.0,android.filterfw.format.ImageFormat,0,0,0,0,0,1,0,0,0,0,1,5,5,3,0,1,1,17,7,
7.0.0,android.filterfw.core.FrameManager,0,0,0,0,0,1,0,0,0,0,1,1,4,1,0,1,1,10,7,
7.0.0,android.util.IntArray,0,0,0,0,0,1,0,0,0,0,0,7,13,1,0,1,1,24,6,
7.0.0,com.android.internal.util.ArrayUtils,0,0,0,1,0,0,1,0,0,0,0,23,32,5,0,0,0,62,5,
7.0.0,android.util.ContainerHelpers,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,7,5,
7.0.0,android.security.keymaster.KeymasterCertificateChain,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
7.0.0,android.provider.SearchRecentSuggestions,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,10,3,
7.0.0,android.provider.SearchRecentSuggestions.SuggestionColumns,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.content.SearchRecentSuggestionsProvider,0,0,0,1,0,1,0,0,0,1,0,6,6,0,0,2,0,17,6,
7.0.0,com.android.systemui.statusbar.notification.HybridNotificationView,0,0,0,0,0,1,1,0,0,0,0,2,10,0,0,2,0,16,5,
7.0.0,com.android.keyguard.AlphaOptimizedLinearLayout,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,2,
7.0.0,com.android.systemui.ViewInvertHelper,0,0,0,0,0,1,1,0,1,0,0,4,7,0,0,1,0,15,6,
7.0.0,com.android.systemui.statusbar.CrossFadeHelper,0,0,0,0,0,1,0,0,1,0,0,5,6,0,0,2,0,15,5,
7.0.0,com.android.systemui.statusbar.ViewTransformationHelper,0,0,0,1,0,1,0,0,1,0,0,8,10,0,0,2,0,23,6,
7.0.0,com.android.systemui.statusbar.phone.NotificationPanelView,1,0,1,1,0,0,1,0,0,0,1,91,119,1,0,0,0,216,8,
7.0.0,com.android.systemui.statusbar.notification.TransformState,0,0,1,1,0,0,1,0,1,0,1,12,31,1,0,2,0,51,9,
7.0.0,com.android.systemui.statusbar.ViewTransformationHelper.CustomTransformation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,2,
7.0.0,android.widget.layout.table.AddColumnTest,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,2,
7.0.0,android.widget.layout.table.AddColumn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
7.0.0,android.widget.TableLayout,0,0,1,1,0,0,1,0,0,1,0,11,16,0,0,1,0,32,7,
7.0.0,android.widget.TableRow,0,0,0,1,0,1,1,0,0,1,0,8,11,0,0,1,0,24,7,
7.0.0,android.animation.TypeConverter,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,
7.0.0,android.animation.TypeConverter.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.animation.TypeConverter.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,1,
7.0.0,android.test.LoaderTestCase,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,
7.0.0,android.test.LoaderTestCase.getLoaderResultSynchronously.T,0,1,0,0,0,0,0,0,0,0,0,,,,,2,0,3,2,
7.0.0,android.content.Loader,0,0,0,1,0,1,1,0,0,0,0,11,19,4,0,2,0,39,7,
7.0.0,com.android.gallery3d.glrenderer.UploadedTexture,0,0,0,1,0,1,1,0,0,0,0,6,9,0,0,0,0,18,5,
7.0.0,com.android.gallery3d.glrenderer.UploadedTexture.BorderKey,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
7.0.0,android.opengl.GLUtils,0,0,1,0,0,1,0,0,0,0,0,8,8,1,0,0,0,19,5,
7.0.0,com.android.gallery3d.glrenderer.BasicTexture,0,0,0,0,0,1,1,0,0,0,0,5,14,0,0,0,0,21,4,
7.0.0,com.android.server.pm.BackgroundDexOptService,0,0,0,0,0,1,1,0,0,0,0,6,7,0,0,0,0,15,4,
7.0.0,android.app.AlarmManager,0,0,0,1,0,0,1,0,0,0,0,8,24,3,0,9,0,46,6,
7.0.0,android.app.job.JobInfo,0,0,0,1,0,1,1,0,0,0,0,4,26,0,0,0,0,33,5,
7.0.0,android.app.job.JobParameters,0,0,0,0,0,1,0,0,0,0,0,3,8,1,0,0,0,13,4,
7.0.0,android.app.job.JobScheduler,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,6,4,
7.0.0,android.app.job.JobService,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,7,4,
7.0.0,android.os.BatteryManager,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,6,4,
7.0.0,com.android.server.pm.PackageManagerService,1,0,1,1,0,0,1,0,0,1,1,402,446,5,7,0,0,866,10,2
7.0.0,android.app.job.JobInfo.Builder,0,0,0,0,0,1,1,0,0,0,0,4,13,4,0,0,0,23,5,
7.0.0,android.text.style.TypefaceSpan,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,0,8,6,
7.0.0,android.graphics.Typeface,0,0,1,1,0,0,1,0,0,0,0,13,13,1,0,0,0,30,6,
7.0.0,com.android.server.CountryDetectorService,0,0,0,0,0,1,1,0,1,1,0,9,9,0,0,0,0,22,6,
7.0.0,com.android.server.CountryDetectorService.Receiver,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3,
7.0.0,com.android.internal.os.BackgroundThread,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,7,3,
7.0.0,com.android.server.location.ComprehensiveCountryDetector,0,0,0,1,1,0,1,0,1,0,0,18,19,0,0,0,0,41,6,
7.0.0,android.location.Country,0,0,0,0,0,1,0,0,0,0,0,4,10,1,0,1,0,17,5,
7.0.0,android.util.PrintWriterPrinter,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,6,5,
7.0.0,android.util.Base64,0,0,0,1,0,1,0,0,0,0,1,4,7,1,0,1,1,17,8,
7.0.0,android.util.Base64.Coder,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,
7.0.0,android.util.Base64.Decoder,0,0,1,0,1,1,0,0,0,0,0,2,2,0,0,1,1,9,7,
7.0.0,android.util.Base64.Encoder,0,0,1,0,1,1,0,0,0,0,0,2,2,0,0,1,1,9,7,
7.0.0,android.os.Build,0,0,0,0,0,1,1,0,0,0,0,5,3,0,0,0,1,11,5,
7.0.0,android.os.Build.VERSION,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,1,
7.0.0,android.os.Build.VERSION_CODES,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,1,
7.0.0,android.os.SystemProperties,0,0,0,0,0,1,0,0,0,0,0,8,7,5,0,0,1,22,5,
7.0.0,android.widget.focus.GoneParentFocusedChild,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
7.0.0,com.android.connectivitymanagertest.functional.ConnectivityManagerMobileTest,0,0,0,1,0,1,0,0,0,0,0,10,10,0,0,0,0,22,4,
7.0.0,android.net.ConnectivityManager,1,0,1,1,0,0,1,0,0,0,0,85,89,4,0,0,0,182,7,
7.0.0,android.net.NetworkInfo,0,0,0,1,0,1,1,0,0,0,0,6,20,5,0,0,0,34,6,
7.0.0,android.net.wifi.WifiManager,0,0,0,1,0,0,1,0,1,0,0,67,58,5,0,1,0,134,7,
7.0.0,com.android.connectivitymanagertest.ConnectivityManagerTestBase,0,0,0,1,1,0,1,0,0,1,0,16,21,2,0,1,0,44,8,
7.0.0,com.android.connectivitymanagertest.ConnectivityManagerTestRunner,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,4,3,
7.0.0,android.net.wifi.WifiInfo,0,0,0,1,0,0,1,0,0,0,0,12,20,0,0,1,0,35,5,
7.0.0,com.android.server.location.GnssNavigationMessageProvider,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
7.0.0,com.android.server.location.GnssNavigationMessageProvider.StatusChangedOperation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,android.location.GnssNavigationMessage,0,0,1,1,0,1,0,0,1,0,0,7,6,0,0,1,0,18,7,
7.0.0,com.android.server.location.RemoteListenerHelper,0,0,0,1,0,0,1,0,1,0,0,8,14,0,0,0,0,25,5,
7.0.0,android.location.GnssNavigationMessage.Callback,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
7.0.0,com.android.internal.os.BluetoothPowerCalculator,0,0,0,0,1,1,0,0,0,1,0,2,3,0,0,0,0,8,5,
7.0.0,android.os.BatteryStats,1,0,1,1,0,0,1,0,1,0,0,27,53,0,0,0,1,86,8,
7.0.0,com.android.internal.os.PowerCalculator,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,
7.0.0,com.android.internal.os.PowerProfile,0,0,1,1,0,1,0,0,0,0,0,7,11,1,0,0,0,22,6,
7.0.0,com.android.internal.os.BatterySipper,0,0,0,0,0,1,1,0,0,0,0,3,5,0,0,0,0,10,4,
7.0.0,android.os.BatteryStats.ControllerActivityCounter,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,7,4,
7.0.0,android.os.BatteryStats.Uid,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,1,31,3,
7.0.0,com.android.internal.os.BatteryStatsHelper,0,0,1,1,0,0,1,0,0,1,1,24,34,1,0,0,0,64,8,
7.0.0,android.os.BatteryStats.LongCounter,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,
7.0.0,android.ddm.DdmHandleAppName,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,6,4,
7.0.0,android.telecom.ParcelableCallAnalytics,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,8,4,
7.0.0,com.android.internal.util.XmlUtils,1,0,1,1,0,0,0,0,0,0,0,49,56,6,0,0,0,114,6,
7.0.0,android.test.suitebuilder.examples.subclass.SuperclassTest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.server.pm.PackageInstallerSession,0,0,1,1,0,0,1,0,0,0,0,32,35,0,0,0,0,70,5,
7.0.0,android.app.admin.DevicePolicyManager,0,0,0,1,0,0,1,0,1,0,0,201,207,4,0,1,0,416,7,1
7.0.0,android.content.IntentSender,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,2,0,17,4,
7.0.0,android.content.pm.PackageInstaller,0,0,0,1,0,1,0,0,1,0,0,13,13,0,0,1,0,30,6,
7.0.0,android.content.pm.PackageInstaller.SessionInfo,0,0,0,0,0,1,1,0,1,0,0,3,2,0,0,1,0,9,6,
7.0.0,android.content.pm.PackageInstaller.SessionParams,0,0,0,0,0,1,1,0,1,0,0,5,5,0,0,1,0,14,6,
7.0.0,android.content.pm.PackageParser,1,0,1,1,0,0,1,0,0,0,1,66,72,1,0,1,0,145,9,
7.0.0,android.content.pm.PackageParser.ApkLite,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,
7.0.0,android.content.pm.PackageParser.PackageLite,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,5,3,
7.0.0,android.content.pm.PackageParser.PackageParserException,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,3,
7.0.0,android.content.pm.Signature,0,0,0,0,0,1,1,0,0,0,0,11,13,0,0,1,0,27,5,
7.0.0,android.os.FileBridge,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,1,11,4,
7.0.0,android.os.FileUtils,0,0,1,1,0,0,0,0,0,0,0,29,31,3,0,0,1,66,6,
7.0.0,android.os.SELinux,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,6,4,
7.0.0,android.util.ExceptionUtils,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,1,7,5,
7.0.0,com.android.internal.content.NativeLibraryHelper,0,0,1,1,0,0,0,0,1,0,0,10,10,0,0,0,0,23,5,
7.0.0,com.android.internal.content.PackageHelper,0,0,1,1,0,0,0,0,1,0,0,21,23,1,0,0,0,48,6,
7.0.0,com.android.internal.os.InstallerConnection.InstallerException,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
7.0.0,com.android.internal.util.IndentingPrintWriter,0,0,0,0,0,1,1,0,0,0,0,2,12,5,0,0,0,21,5,
7.0.0,com.android.server.pm.PackageInstallerService.PackageInstallObserverAdapter,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,7,3,
7.0.0,com.android.internal.os.InstallerConnection,0,0,0,1,0,1,1,0,0,0,0,11,14,1,0,0,0,29,6,
7.0.0,com.android.server.pm.PackageInstallerService,0,0,1,1,0,0,1,0,0,1,0,34,35,0,0,0,0,73,6,
7.0.0,com.android.server.pm.PackageInstallerService.InternalCallback,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,6,3,
7.0.0,com.android.internal.content.NativeLibraryHelper.Handle,0,0,0,0,0,1,1,0,1,0,0,5,6,0,0,0,0,14,5,
7.0.0,android.app.PackageInstallObserver,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,11,3,
7.0.0,com.android.server.pm.PackageManagerException,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,7,3,
7.0.0,com.android.server.pm.InstructionSets,0,0,0,0,0,1,0,0,1,0,0,6,8,0,0,0,0,16,4,
7.0.0,com.android.server.pm.Installer,0,0,0,0,1,1,0,0,0,0,0,6,27,0,0,0,0,35,4,
7.0.0,com.android.internal.view.StandaloneActionMode,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,1,0,9,5,
7.0.0,com.android.internal.view.menu.MenuBuilder,0,0,0,1,0,0,1,0,0,0,1,39,71,5,0,2,0,120,7,
7.0.0,com.android.internal.view.menu.MenuPopupHelper,0,0,0,0,0,1,1,0,0,0,1,9,18,0,0,2,0,32,6,
7.0.0,com.android.internal.view.menu.SubMenuBuilder,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,8,4,
7.0.0,com.android.internal.widget.ActionBarContextView,0,0,1,1,0,0,1,0,0,0,1,15,19,0,0,1,0,39,7,
7.0.0,android.view.ActionMode,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,9,4,
7.0.0,android.view.MenuInflater,0,0,1,1,0,1,0,0,0,0,0,5,5,1,0,0,0,14,6,
7.0.0,android.view.accessibility.AccessibilityEvent,0,0,1,1,0,0,1,0,0,0,0,12,24,4,0,0,0,43,6,
7.0.0,android.animation.BasicAnimatorActivity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.server.am.ActivityStarter,0,0,1,1,0,0,1,0,0,1,0,29,29,0,0,0,0,62,6,1
7.0.0,android.app.AppGlobals,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,9,0,15,5,
7.0.0,android.app.KeyguardManager,0,0,0,0,0,1,1,0,0,0,0,10,9,0,0,9,0,30,5,
7.0.0,android.app.ProfilerInfo,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,9,0,17,4,
7.0.0,android.content.pm.ResolveInfo,0,0,0,1,0,0,0,0,0,0,1,9,11,3,0,1,0,26,6,
7.0.0,com.android.internal.app.HeavyWeightSwitcherActivity,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,7,3,
7.0.0,com.android.server.am.ActivityStackSupervisor.PendingActivityLaunch,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
7.0.0,com.android.server.am.ActivityStack,0,0,1,1,0,0,1,1,0,0,0,126,145,7,6,0,0,288,8,
7.0.0,com.android.server.am.ActivityStackSupervisor,1,0,1,1,0,0,1,0,0,1,1,120,156,6,0,0,0,288,9,1
7.0.0,com.android.server.am.TaskRecord,1,0,1,1,0,0,1,0,0,0,0,46,69,4,0,0,0,123,7,
7.0.0,com.android.server.am.ActivityStartInterceptor,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,13,2,
7.0.0,com.android.server.am.ActivityRecord,1,0,1,1,0,0,1,0,0,0,1,49,71,5,0,0,0,130,8,
7.0.0,com.android.server.am.ActivityStackSupervisor.ActivityContainer,0,0,0,0,0,1,1,0,0,0,0,10,13,0,0,0,0,25,4,
7.0.0,com.android.server.am.ProcessRecord,0,0,1,1,0,0,1,0,1,0,0,20,21,3,0,0,0,48,7,
7.0.0,android.app.IActivityManager.WaitResult,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,9,0,13,4,
7.0.0,com.android.server.am.ActivityManagerDebugConfig,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,
7.0.0,android.content.pm.ComponentInfo,0,0,0,0,0,1,0,0,0,0,0,6,11,1,0,1,0,20,5,
7.0.0,com.android.server.am.ActivityStackSupervisor.ActivityDisplay,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,8,3,
7.0.0,com.android.server.firewall.IntentFirewall,0,0,1,1,0,0,1,0,1,1,1,8,13,0,0,1,0,28,9,
7.0.0,android.content.pm.PackageManagerInternal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,
7.0.0,android.content.pm.EphemeralResolveInfo,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,1,0,10,4,
7.0.0,com.android.server.am.ActivityMetricsLogger,0,0,0,0,0,0,1,0,0,1,0,8,11,0,0,0,0,21,4,
7.0.0,android.os.FileUriExposedException,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,
7.0.0,com.android.systemui.statusbar.phone.PhoneStatusBarTransitions,0,0,0,0,0,1,1,0,0,0,0,3,7,0,0,0,0,12,4,
7.0.0,android.animation.Animator,0,0,0,1,0,1,1,0,0,0,0,9,22,8,0,0,0,42,6,
7.0.0,android.animation.AnimatorSet,0,0,1,1,1,0,1,0,0,0,0,32,33,6,0,0,0,75,7,
7.0.0,android.animation.ObjectAnimator,0,0,0,1,0,0,1,0,0,0,0,27,41,6,0,0,0,76,5,
7.0.0,com.android.systemui.statusbar.phone.BarTransitions,0,0,0,1,0,1,1,0,0,1,0,3,8,0,0,0,0,15,6,
7.0.0,com.android.systemui.statusbar.phone.PhoneStatusBarView,0,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,14,4,
7.0.0,com.android.internal.widget.LockPatternChecker,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,7,3,
7.0.0,com.android.internal.widget.LockPatternUtils.RequestThrottledException,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,3,
7.0.0,com.android.internal.widget.LockPatternUtils,0,0,0,1,0,0,1,0,0,0,0,54,72,5,0,1,0,134,6,2
7.0.0,com.android.internal.widget.LockPatternView.Cell,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,1,0,9,4,
7.0.0,com.android.internal.widget.LockPatternView,0,0,1,1,0,0,1,0,0,1,0,37,43,0,0,1,0,85,7,
7.0.0,android.ddm.DdmRegister,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
7.0.0,android.ddm.DdmHandleHello,0,0,0,0,0,1,1,0,0,0,0,4,5,0,0,0,0,11,4,
7.0.0,android.ddm.DdmHandleThread,0,0,0,0,0,1,1,0,0,0,0,5,4,0,0,0,0,11,4,
7.0.0,android.ddm.DdmHandleHeap,0,0,1,0,0,0,1,0,0,0,0,9,7,0,0,0,0,18,4,
7.0.0,android.ddm.DdmHandleNativeHeap,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,6,4,
7.0.0,android.ddm.DdmHandleProfiling,0,0,0,0,0,1,1,0,0,0,0,7,8,0,0,0,0,17,4,
7.0.0,android.ddm.DdmHandleExit,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,4,
7.0.0,android.ddm.DdmHandleViewDebug,0,0,1,1,0,0,0,0,0,0,0,12,11,0,0,0,0,25,4,
7.0.0,android.filterpacks.imageproc.DuotoneFilter,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,8,4,
7.0.0,android.filterfw.core.ShaderProgram,0,0,0,1,1,0,1,0,0,0,0,9,16,3,0,1,1,33,8,
7.0.0,com.android.server.job.controllers.StateController,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4,4,
7.0.0,com.android.server.job.JobSchedulerService,0,0,1,1,1,0,1,0,0,0,1,30,33,0,0,1,0,69,8,
7.0.0,com.android.server.job.controllers.JobStatus,0,0,1,1,0,0,1,0,0,0,0,15,55,6,0,1,0,80,7,
7.0.0,com.android.internal.widget.PreferenceImageView,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,7,4,
7.0.0,com.android.framework.multidexlegacytestservices.manymethods.Big022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
7.0.0,com.android.internal.app.procstats.ProcessStats,1,0,1,1,0,0,1,0,0,0,0,30,31,0,3,1,0,69,8,
7.0.0,com.android.internal.app.procstats.ProcessStats.PackageState,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,
7.0.0,com.android.internal.app.procstats.ProcessStats.ProcessDataCollection,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,4,3,
7.0.0,com.android.internal.app.procstats.ProcessStats.ProcessStateHolder,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,
7.0.0,com.android.internal.app.procstats.ProcessStats.TotalMemoryUseCollection,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,
7.0.0,android.os.Debug,0,0,0,1,0,0,1,0,0,0,0,12,29,2,0,0,1,46,6,
7.0.0,android.text.format.DateFormat,0,0,1,1,0,0,1,0,0,0,0,10,15,1,0,0,0,29,6,
7.0.0,android.util.ArrayMap,0,0,1,1,0,0,1,0,0,0,0,22,34,16,0,1,1,77,8,
7.0.0,android.util.DebugUtils,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,1,1,15,5,
7.0.0,com.android.internal.app.ProcessMap,0,0,0,0,0,1,0,0,0,0,0,2,4,2,0,1,0,10,5,
